document_id,clean_text,sentiment
rev70,joker basic lite edit postmodern version fight club scorses film lift it interest see easili word like masterpiec groundbreak use one joke success pull it whole lot selfseri postur essenti hollow it pretend say lot end say littl noth charact societi he part ofit also joker name littl supervillain im differ interpret even origin stori joker fail recognis captur spirit even protojok doesnt quit justic i think dozen suitabl titl eg arthur the untal mr fleck smoker poser etc infact he akin le danger also mental unstabl villain like ratcatch calendar man though clown theme even close embodi joker extrem form nihil it comicbook accur portray would irrelev genuin good but far masterpiec doesnt quit manag even it fail inaccur portray joker spirit essenc also film person go edgeth weakest aspect poor averag direct the lack subtleti nuanc i hope unfold much charact develop thing happen arthur a good exampl poor write direct trumplik onedimension thoma wayn charact thi first becam obviou scene peopl happen know entir lyric clown song in otherwis tri hard realist felt unnecessari took experi felt contriv predict it take mani obviou liberti plot conveni move stori forward unnatur unrefin way ultim felt like tri disguis poor write direct dark gritti atmospher instead element complement otherth reason watch phoenix perform groundbreak good enough earn award nomin two i wouldnt put leagu heath ledger portray two differ role charact ledger made joker seem effortless one realli see strain work phoenix put to put simpli ledger made seem natur didnt look like act phoenix realli know even extent may seem like overact time perhap owe physic natur version whoever charact suppos that necessarili criticismoveral averag film best pretend lot i dont see one age well rememb decad later way fight club scorses movi inspir cbm like dark knight logan even tim burton batman rememb today,Negative
rev71,i agre joaquin perform great well done easi part pull that howev good part film movi dark i expect much slow dialog put sleep part veri predict though coupl liter two surpris good didnt weigh slow move poorli laid stori i say skip one wait hit subscript servic id ask money back i stay till end found help wa review help sign vote permalink,Neutral
rev72,dc still give u compel wasnt quit hype i mean origin stori villain made director hangov movi could i even expect then review start drop still wasnt sure i would like and i saw way better i thought would i wont call masterpiec definit top dc film timesgood there hardli anyth bad joker joaquin phoenix great job bring charact life rather typic superherosupervillain origin stori get see psycholog drama horror thank god got i love genr i love film like infin war day futur past endgam raimi spiderman but occasion realli good take break film it kind categori film like unbreak basic spoiler ahead arthur torment societi mental unstabl loner lose mind constant torment hell break loo that show it would quit difficult give realli good stori plot like sinc mani movi kind plot aw crappi one includ i complet like mean screenplay direct work you feel arthur whenev ask you want root arthur know mean incred terribl thing happen we see slowli transit joker complet turn joker worth round applaus we feel good well terrifi action joker whenev snap crazi stuff happen without get spoiler i would say short mani quotabl line make sen whatev joker psychopath say realist sane person say and obvious sick terrifi gruesom joker moment proper joker if clear trailer there batman but spoiler batman refer support it couldv creat mess might felt like shoehorn plotlin play proper support main stori transit arthur jokermix it good thing psycho horror vibe but couldv origin like mani other point similar taxi driver scorses while wasnt copi past taxi driver part make obviou inspir taxi driver not necessarili bad thing element homageish way look well made couldv slightli origin and may feel bit slow peopl though worth timemi take controversi it happen moron might watch film caus violenc it happen violent but even though justifi joker action doesnt show right speak violenc psycholog compel horror it le violent deadpool feel violent seriou so glorif side psychopath complet total nonsenseconclus it must watch you dont need follow dc movi understand but expect typic superhero action film cgi battl spectacl wrong expect might ruin experi el i found better the dark knight rise and tdkr one favorit genr if nolan replac anoth list may consid great one last thing peopl caus violenc joker would equival the good the bad the ugli inspir three peopl gun duel goldratingscor grade a,Positive
rev73,thi truli excel i smile laugh i feel embarass uneasi i sad it brilliant you see i cant think thing i didnt like and also much deserv oscar phoenix excel perform found help wa review help sign vote permalink,Positive
rev74,outstand if dc bought continu arch wb actual could chanc marvel a littl bit han zimmer hit found help wa review help sign vote permalink,Positive
rev75,what beautifi tragedi it pretti dark watch someth light funni dont get wrong worth watch found help wa review help sign vote permalink,Positive
rev76,writerdirector todd phillipss new joker appeal multipl level primarili offer engag stori strongli root believ realiti relat audienc mainli oppos protagonist preval dark depress mood use often optimist soundtrack sound edit shallow nonetheless rich visual angl frame theatric augment express costum prop set impress via great princip perform act choic made joaquin phoenix lead titl charact proper fiction name arthur fleck whose sudden uncontrol seemingli inappropri laughter justifi medic condit easili counterpoint pain need outcri gotham read citi mass hurt depriv injustic quotidian exist well robert de niro quintessenti support role tvcomedi show host murray franklin worthi endoftheyear act award consider set believ precours futur realist dc comic charact batman superhero extraordinari capabl rather result physic fit skill combin high technolog employ appear young boy whose later adult activ could understood larg driven happen parent final scene event directli inspir action joker henceforth futur main nemes,Positive
rev77,wow what i say brilliant phoenix act perform in shortcutmovi year found help wa review help sign vote permalink,Positive
rev78,i look forward film given hype brilliant act etc yet let downth film real storylin past present although act brilliant i real troubl understand plot oneon star is for the actor found help wa review help sign vote permalink,Negative
rev79,the end matter and kind end would leav mani speechless it inde masterpiec found help wa review help sign vote permalink,Positive
rev80,great perform joaquin phoenix dull storylin found help wa review help sign vote permalink,Neutral
rev81,the excel amaz begin joaquin person seen evolv joker end joker difficult charact i think joaquin found help wa review help sign vote permalink,Positive
rev82,thi film tri desper devillifi stylish charismat villain dc univers excruciatingli transform poster child mental ill tediou manner possibl thi version joker lack semblanc style luster flair charisma leav wonder anyon would bother invest time money requir creat turkey much le watch theyv murder joker sake social commentari pc promot i dont deni mental ill real issu attent brought folk watch movi supervillian see supervillaini hour public servic announc i hung long i could hope redeem quarter way i could take watch spin wheelsif fan jack nicholson heath ledger version joker like find film pain watch i,Negative
rev83,plea go watch thi first time ive ever wrote review app ive use read review year that good film veri dark grimi disturb exactli origin film joker i doubt win multipl oscar do favor go see found help wa review help sign vote permalink,Positive
rev84,stori realli unconvinc nobodi realli care much random dude ineloqu uninspir joker the hype portray pain cruel cring to see rate better one flew cuckoo nest show way better cruelti sadden found help wa review help sign vote permalink,Negative
rev85,joaquin phoenix play joaquin phoenix bore twist sick piec crap a one done found help wa review help sign vote permalink,Negative
rev86,the perform joaquin excel stori simpli dont anyth joker mentali ill man struggl chaotic enviro overwhelm snap i would much better film titl arthur the clown fact forc relat batman univers feld didnt work found help wa review help sign vote permalink,Neutral
rev87,joaquin phoenix good the direct pretti good the write absolut aw thi tri hard relev messag throw jumbl mess quasicommentari hope someth stick it complet unclear exactli writerdirector todd phillip actual tri say anyth is joker hero resist incel doe go crazi he mental ill peopl mean both rich peopl poor peopl horribl joker exactli class commentari it also confus robert de niro clearli rip taxi driver mani way also littl mr robot thrown there also subplot neighbor incred stupid pointless actual bear stori whatsoev the also listless bore throughout much a slowpac without bore interest thing happen drive plot toward conclus the thing drive stori know he go becom joker point anyth actual happen the also spend like minut make fun littl person clear reason also peopl say good job say nicer peopl especi theyr lone mental health issu firstli shouldnt need like nice peopl secondli make like lonelyment ill person doesnt becom murder sinc mental ill peopl like victim perpetr crime thirdli want show need empath crimin movi peopl color victim mass incarcer lock nonviol charg instead white male becom mass murder thi terribl,Negative
rev88,best act stori thi oscar win found help wa review help sign vote permalink,Positive
rev89,somehow darkest seriou movi get highest rate peopl say thrill joaquin phoenix deserv oscar end day wasnt entertain there mani evil moment dark scene what good thatthi almost like instruct psycho they flip usual idea boundari good evil audienc feel sorri bad guy peopl seem think good thing it badth point entertain audienc made feel depress miser ill watch hero clear villain clear i actual entertain the fundement success film found help wa review help sign vote permalink,Negative
rev90,joker masterpiec flawless board boast it mire decent origin albeit heavyhand sin choppi flow poor direct decis moment part brilliant part wildli overact phoenix part the heavi hand natur mental ill written well it highlght mani differ ill none feel whole handl much sen understand sprinkl lightheart moment remind hey he still funni time but strain mental ill angl difficult laugh moment without bit introspect your laugh the real danger pose anoth hollywood blunder mental health handl which way harm goodther great existenti pander s say deep feel it superhero charact studi regardless anyon want categor ill consid gener,Neutral
rev91,the realiti far fiction that what made oscar winner actor made new joker rivalri heath ledger joker better joker peopl opinion piec art found help wa review help sign vote permalink,Positive
rev92,yesterday day i understand i touch histori thi drag deepest thought darkest secret suffer thi masterpiec grind like meat grinder watch silenc open mouth like whole cinema i dont like comic marvel pompou absurd insipid in opinion it art attract a dc movi but dc made histori made art made drama to understand when watch exampl aveng leagu justic eat mcdonald hamburg but watch joker eat stake luxuri restaur world found help wa review help sign vote permalink,Positive
rev93,i sat slowwwwww would gladli left half way it bore last minut overhyp usualth violenc must cut version seen think seen gore disney found help wa review help sign vote permalink,Negative
rev94,joker without doubt new favorit dc film it dark gritti enough psycholog twist keep guess begin end noth taken face valu film forc think begin end dont listen critic one worth watch multipl time theater found help wa review help sign vote permalink,Positive
rev95,to say satisfi would somewhat mislead joaquin phoenix make feel uncomfort almost entir time i couldnt help think christian bale the machinist robert de niro taxi driver with comparison clearli i high prais actingth film slowli build momentum buildsit realli build those look tradit comic book action may feel move bit slow pace allow transform feel superfici when walk theater wont know exactli feel youll sure want know everyon el feel found help wa review help sign vote permalink,Neutral
rev96,a mental ill person without talent intellig cannot becom super villain angri he mental ill person talent intellig anger noth a film joker lack creativ depth in sen unfortun joker icon charact thing twilight vampir film found help wa review help sign vote permalink,Negative
rev97,what legendari charact legendari perform actor i abl move heath ledger perform total worth thi deserv oscar it showcas never seen origin the joker love found help wa review help sign vote permalink,Positive
rev98,while i enjoy film felt pretti short when the end appear screen i couldnt help think that itjoaquin phoenix fantast new take joker mesmer see facial express keep chang and joker laugh uniqu sinist full joker madnesshowev despit minor plot twist interest bit film alreadi shown trailer dont expect much action like the dark knight trilog despit much hype gun violenc le gun batman flickthi bad film great one either watch joaquin perform,Neutral
rev99,disturb just got my humor much better see at first feel piti guy suffer lack charm well killer heath ledger far better found help wa review help sign vote permalink,Negative
rev100,wow i honestli gotta tell one best movi ive seen year all cinematographi thump sadden soundtrack way omg perform joaquin phoenix dark evolv twist wow feel deep bone emot portray jokerjust alon watch hear the joker laugh twisti evil could hear sad come mouth you could hear hour practic laugh alon method act perfectli point along subtl gestur danc done perfectli joker thi psycholog twist made believ immers i total shock overwhelm everyth even i left cinema just mindblownedwhen i watch cinema half cinema cheer applaud certain scene and almost entir patron stay last credit if u look close even joker costum evolv chang time time base journey experienc look final true form look absolut stun just excit dialogu told the joker heartcrush made felt bad joker first time i side evil charact mayb hero know honestli u watch one best perform u watch long time movi like deserv watch big screen go find best cinema town enjoy wild ride emot fear anger satisfi,Positive
